customer_id,age,gender,city,repeat_customer,loyalty_member,registration_date,age_group
CUST00408,23,Female,Hyderabad,Yes,No,2023-03-13,18-25
CUST00409,35,Male,Chennai,Yes,No,2023-05-30,26-35
CUST00410,62,Female,Hyderabad,Yes,No,2023-06-12,51-65
CUST00411,47,Female,Bangalore,Yes,Yes,2023-01-24,36-50
CUST00412,21,Female,Hyderabad,No,Yes,2023-03-31,18-25
CUST00413,49,Female,Hyderabad,No,Yes,2023-03-27,36-50
CUST00414,55,Female,Hyderabad,Yes,No,2023-06-21,51-65
CUST00415,54,Male,Hyderabad,Yes,No,2023-02-11,51-65
CUST00416,33,Female,Chennai,Yes,Yes,2023-04-16,26-35
CUST00417,69,Female,Bangalore,No,No,2023-03-15,65+
CUST00418,20,Female,Hyderabad,Yes,No,2023-05-21,18-25
CUST00419,20,Male,Bangalore,Yes,No,2023-04-27,18-25
CUST00420,47,Male,Hyderabad,Yes,No,2023-03-22,36-50
CUST00421,22,Female,Chennai,No,No,2023-03-24,18-25
CUST00422,33,Male,Hyderabad,Yes,Yes,2023-04-14,26-35
CUST00423,77,Male,Chennai,No,No,2023-06-18,65+
CUST00424,74,Female,Chennai,Yes,No,2023-04-16,65+
CUST00425,22,Male,Bangalore,Yes,No,2023-02-18,18-25
CUST00426,56,Female,Hyderabad,Yes,Yes,2023-06-09,51-65
CUST00427,50,Female,Bangalore,No,Yes,2023-06-10,36-50
CUST00428,53,Female,Hyderabad,Yes,Yes,2023-01-14,51-65
CUST00429,24,Male,Hyderabad,No,No,2023-03-10,18-25
CUST00430,21,Male,Bangalore,Yes,No,2023-03-15,18-25
CUST00431,48,Female,Hyderabad,Yes,No,2023-06-28,36-50
CUST00432,48,Female,Bangalore,Yes,No,2023-02-01,36-50
CUST00433,58,Male,Bangalore,Yes,No,2023-06-11,51-65
CUST00434,41,Male,Chennai,Yes,No,2023-02-10,36-50
CUST00435,55,Female,Bangalore,No,Yes,2023-05-22,51-65
CUST00436,35,Male,Chennai,Yes,Yes,2023-05-22,26-35
CUST00437,32,Female,Hyderabad,No,No,2023-01-24,26-35
CUST00438,76,Male,Hyderabad,Yes,Yes,2023-01-30,65+
CUST00439,41,Female,Bangalore,No,No,2023-01-31,36-50
CUST00440,46,Male,Bangalore,No,Yes,2023-05-08,36-50
CUST00441,43,Female,Hyderabad,Yes,Yes,2023-05-11,36-50
CUST00442,44,Female,Chennai,No,No,2023-04-17,36-50
CUST00443,32,Female,Hyderabad,Yes,No,2023-05-01,26-35
CUST00444,32,Male,Hyderabad,Yes,Yes,2023-04-27,26-35
CUST00445,74,Male,Hyderabad,No,Yes,2023-04-09,65+
CUST00446,47,Male,Hyderabad,Yes,No,2023-06-03,36-50
CUST00447,39,Male,Hyderabad,No,No,2023-01-18,36-50
CUST00448,40,Female,Chennai,No,Yes,2023-04-17,36-50
CUST00449,32,Female,Hyderabad,Yes,No,2023-05-10,26-35
CUST00450,33,Female,Chennai,No,Yes,2023-01-01,26-35
CUST00451,55,Female,Hyderabad,Yes,No,2023-03-18,51-65
CUST00452,42,Female,Chennai,No,No,2023-02-08,36-50
CUST00453,40,Female,Bangalore,Yes,No,2023-05-18,36-50
CUST00454,31,Female,Hyderabad,No,No,2023-03-30,26-35
CUST00455,55,Female,Hyderabad,Yes,Yes,2023-05-22,51-65
CUST00456,49,Female,Hyderabad,Yes,No,2023-04-27,36-50
CUST00457,53,Female,Hyderabad,No,Yes,2023-02-18,51-65
CUST00458,60,Male,Bangalore,Yes,No,2023-05-27,51-65
CUST00459,41,Female,Hyderabad,Yes,Yes,2023-03-01,36-50
CUST00460,47,Female,Hyderabad,Yes,No,2023-01-12,36-50
CUST00461,36,Female,Hyderabad,Yes,No,2023-05-02,36-50
CUST00462,26,Female,Bangalore,Yes,Yes,2023-04-09,26-35
CUST00463,72,Male,Hyderabad,Yes,No,2023-05-07,65+
CUST00464,56,Male,Hyderabad,Yes,Yes,2023-02-02,51-65
CUST00465,73,Female,Chennai,No,No,2023-01-26,65+
CUST00466,75,Female,Hyderabad,Yes,Yes,2023-01-26,65+
CUST00467,68,Female,Bangalore,Yes,Yes,2023-01-04,65+
CUST00468,44,Male,Bangalore,No,Yes,2023-04-15,36-50
CUST00469,67,Male,Bangalore,Yes,No,2023-01-20,65+
CUST00470,31,Female,Bangalore,Yes,No,2023-03-09,26-35
CUST00471,49,Female,Bangalore,No,No,2023-06-09,36-50
CUST00472,51,Female,Bangalore,Yes,No,2023-06-16,51-65
CUST00473,46,Male,Hyderabad,Yes,No,2023-03-26,36-50
CUST00474,58,Female,Bangalore,No,Yes,2023-03-23,51-65
CUST00475,38,Female,Hyderabad,Yes,No,2023-05-19,36-50
CUST00476,18,Male,Bangalore,No,No,2023-06-08,18-25
CUST00477,22,Male,Bangalore,Yes,Yes,2023-03-02,18-25
CUST00478,26,Female,Hyderabad,Yes,No,2023-02-28,26-35
CUST00479,54,Male,Hyderabad,Yes,Yes,2023-04-22,51-65
CUST00480,67,Male,Hyderabad,Yes,Yes,2023-06-12,65+
CUST00481,29,Male,Hyderabad,Yes,No,2023-04-24,26-35
CUST00482,40,Male,Hyderabad,Yes,No,2023-06-27,36-50
CUST00483,21,Female,Hyderabad,Yes,No,2023-01-08,18-25
CUST00484,19,Male,Chennai,Yes,No,2023-03-25,18-25
CUST00485,53,Male,Bangalore,Yes,Yes,2023-03-17,51-65
CUST00486,46,Female,Bangalore,Yes,No,2023-04-06,36-50
CUST00487,42,Female,Bangalore,Yes,Yes,2023-02-07,36-50
CUST00488,35,Male,Hyderabad,Yes,No,2023-05-16,26-35
CUST00489,54,Female,Chennai,Yes,Yes,2023-05-25,51-65
CUST00490,28,Male,Hyderabad,Yes,Yes,2023-02-13,26-35
CUST00491,51,Male,Bangalore,No,No,2023-01-21,51-65
CUST00492,35,Female,Bangalore,No,Yes,2023-06-08,26-35
CUST00493,52,Male,Bangalore,Yes,No,2023-05-08,51-65
CUST00494,31,Male,Chennai,Yes,Yes,2023-03-01,26-35
CUST00495,73,Female,Hyderabad,Yes,Yes,2023-06-13,65+
CUST00496,32,Female,Bangalore,No,No,2023-04-28,26-35
CUST00497,21,Female,Hyderabad,Yes,No,2023-06-20,18-25
CUST00498,33,Male,Bangalore,Yes,No,2023-04-30,26-35
CUST00499,22,Female,Chennai,Yes,No,2023-06-23,18-25
CUST00500,62,Male,Hyderabad,Yes,No,2023-01-19,51-65
CUST00501,43,Female,Bangalore,Yes,No,2023-03-30,36-50
CUST00502,70,Female,Hyderabad,Yes,No,2023-06-13,65+
CUST00503,57,Female,Chennai,Yes,Yes,2023-06-26,51-65
CUST00504,41,Female,Chennai,No,Yes,2023-04-27,36-50
CUST00505,52,Female,Chennai,No,Yes,2023-02-20,51-65
CUST00506,37,Female,Bangalore,Yes,Yes,2023-05-04,36-50
CUST00507,19,Male,Hyderabad,Yes,No,2023-03-02,18-25
CUST00508,51,Female,Chennai,Yes,Yes,2023-05-27,51-65
CUST00509,18,Female,Bangalore,No,Yes,2023-05-28,18-25
CUST00510,38,Female,Chennai,Yes,No,2023-06-29,36-50
CUST00511,58,Female,Hyderabad,Yes,Yes,2023-01-06,51-65
CUST00512,33,Female,Bangalore,Yes,Yes,2023-03-12,26-35
CUST00513,44,Male,Hyderabad,Yes,Yes,2023-05-25,36-50
CUST00514,58,Male,Bangalore,Yes,No,2023-06-05,51-65
CUST00515,65,Female,Hyderabad,Yes,No,2023-03-15,51-65
CUST00516,22,Male,Hyderabad,No,No,2023-06-05,18-25
CUST00517,43,Female,Hyderabad,Yes,No,2023-02-26,36-50
CUST00518,22,Male,Hyderabad,Yes,No,2023-06-08,18-25
CUST00519,47,Female,Chennai,No,Yes,2023-06-23,36-50
CUST00520,25,Male,Hyderabad,Yes,No,2023-06-10,18-25
CUST00521,39,Male,Hyderabad,No,No,2023-06-10,36-50
CUST00522,57,Male,Hyderabad,No,No,2023-03-21,51-65
CUST00523,18,Female,Bangalore,Yes,Yes,2023-01-09,18-25
CUST00524,51,Female,Hyderabad,Yes,No,2023-02-03,51-65
CUST00525,34,Male,Chennai,No,Yes,2023-03-17,26-35
CUST00526,55,Female,Hyderabad,Yes,No,2023-04-17,51-65
CUST00527,36,Male,Hyderabad,Yes,No,2023-02-21,36-50
CUST00528,38,Male,Bangalore,No,Yes,2023-05-19,36-50
CUST00529,42,Female,Bangalore,No,No,2023-05-16,36-50
CUST00530,27,Female,Chennai,Yes,Yes,2023-02-12,26-35
CUST00531,49,Female,Hyderabad,No,No,2023-05-04,36-50
CUST00532,52,Female,Chennai,Yes,Yes,2023-03-28,51-65
CUST00533,57,Male,Bangalore,Yes,Yes,2023-04-30,51-65
CUST00534,43,Male,Hyderabad,No,No,2023-02-06,36-50
CUST00535,74,Male,Bangalore,Yes,No,2023-06-23,65+
CUST00536,79,Female,Chennai,Yes,Yes,2023-05-23,65+
CUST00537,26,Female,Bangalore,No,No,2023-01-24,26-35
CUST00538,41,Female,Bangalore,No,Yes,2023-01-04,36-50
CUST00539,67,Female,Hyderabad,No,No,2023-05-18,65+
CUST00540,36,Male,Hyderabad,No,No,2023-04-27,36-50
CUST00541,38,Female,Bangalore,Yes,No,2023-06-22,36-50
CUST00542,64,Female,Bangalore,No,No,2023-05-30,51-65
CUST00543,49,Female,Bangalore,Yes,No,2023-06-13,36-50
CUST00544,20,Female,Chennai,Yes,Yes,2023-01-28,18-25
CUST00545,25,Male,Hyderabad,No,Yes,2023-05-01,18-25
CUST00546,37,Male,Bangalore,No,No,2023-06-08,36-50
CUST00547,55,Female,Bangalore,Yes,Yes,2023-06-06,51-65
CUST00548,46,Male,Chennai,No,Yes,2023-06-15,36-50
CUST00549,71,Male,Hyderabad,Yes,No,2023-06-12,65+
CUST00550,32,Female,Hyderabad,Yes,No,2023-06-29,26-35
CUST00551,74,Female,Hyderabad,Yes,Yes,2023-06-16,65+
CUST00552,39,Female,Hyderabad,No,No,2023-01-30,36-50
CUST00553,50,Male,Bangalore,Yes,No,2023-01-12,36-50
CUST00554,67,Male,Chennai,No,Yes,2023-03-19,65+
CUST00555,53,Female,Hyderabad,Yes,Yes,2023-01-30,51-65
CUST00556,48,Male,Hyderabad,No,Yes,2023-03-02,36-50
CUST00557,23,Male,Bangalore,No,No,2023-04-10,18-25
CUST00558,57,Female,Hyderabad,Yes,No,2023-04-05,51-65
CUST00559,74,Female,Hyderabad,Yes,No,2023-05-31,65+
CUST00560,18,Male,Hyderabad,Yes,Yes,2023-04-17,18-25
CUST00561,51,Male,Hyderabad,Yes,No,2023-05-06,51-65
CUST00562,23,Female,Hyderabad,Yes,No,2023-03-13,18-25
CUST00563,76,Male,Chennai,No,No,2023-06-26,65+
CUST00564,20,Female,Hyderabad,Yes,No,2023-02-25,18-25
CUST00565,76,Female,Chennai,Yes,Yes,2023-04-24,65+
CUST00566,23,Male,Hyderabad,No,No,2023-04-03,18-25
CUST00567,44,Male,Bangalore,Yes,No,2023-06-25,36-50
CUST00568,38,Female,Chennai,No,No,2023-05-20,36-50
CUST00569,40,Female,Bangalore,Yes,Yes,2023-01-16,36-50
CUST00570,70,Female,Bangalore,No,Yes,2023-03-12,65+
CUST00571,34,Male,Chennai,Yes,No,2023-02-01,26-35
CUST00572,40,Female,Hyderabad,No,No,2023-01-24,36-50
CUST00573,49,Male,Hyderabad,Yes,Yes,2023-06-14,36-50
CUST00574,49,Male,Hyderabad,Yes,Yes,2023-01-13,36-50
CUST00575,37,Female,Hyderabad,No,No,2023-03-04,36-50
CUST00576,34,Male,Hyderabad,Yes,Yes,2023-05-25,26-35
CUST00577,26,Male,Hyderabad,No,No,2023-01-18,26-35
CUST00578,41,Male,Hyderabad,No,No,2023-05-31,36-50
CUST00579,40,Male,Hyderabad,Yes,Yes,2023-03-01,36-50
CUST00580,39,Female,Hyderabad,Yes,No,2023-02-07,36-50
CUST00581,36,Male,Chennai,Yes,No,2023-03-12,36-50
CUST00582,72,Male,Chennai,No,No,2023-02-03,65+
CUST00583,38,Female,Hyderabad,Yes,No,2023-02-14,36-50
CUST00584,24,Male,Hyderabad,Yes,No,2023-06-19,18-25
CUST00585,44,Male,Hyderabad,No,Yes,2023-02-03,36-50
CUST00586,39,Male,Hyderabad,No,Yes,2023-04-02,36-50
CUST00587,37,Male,Chennai,No,No,2023-05-31,36-50
CUST00588,39,Female,Hyderabad,Yes,Yes,2023-01-05,36-50
CUST00589,26,Male,Bangalore,Yes,No,2023-03-09,26-35
CUST00590,21,Male,Hyderabad,Yes,No,2023-02-02,18-25
CUST00591,78,Female,Bangalore,Yes,No,2023-05-15,65+
CUST00592,53,Male,Bangalore,No,No,2023-01-17,51-65
CUST00593,56,Female,Bangalore,No,No,2023-04-25,51-65
CUST00594,42,Female,Bangalore,No,Yes,2023-05-12,36-50
CUST00595,70,Male,Bangalore,Yes,No,2023-04-26,65+
CUST00596,46,Male,Hyderabad,No,No,2023-06-07,36-50
CUST00597,58,Male,Hyderabad,Yes,Yes,2023-06-18,51-65
CUST00598,35,Female,Hyderabad,Yes,No,2023-04-28,26-35
CUST00599,40,Male,Hyderabad,No,Yes,2023-01-16,36-50
CUST00600,49,Female,Hyderabad,Yes,No,2023-04-13,36-50
CUST00601,32,Female,Chennai,Yes,No,2023-06-25,26-35
CUST00602,50,Male,Chennai,No,Yes,2023-05-06,36-50
CUST00603,51,Female,Hyderabad,Yes,Yes,2023-01-19,51-65
CUST00604,60,Male,Bangalore,Yes,No,2023-03-24,51-65
CUST00605,41,Male,Hyderabad,Yes,No,2023-01-17,36-50
CUST00606,29,Male,Hyderabad,Yes,Yes,2023-03-12,26-35
CUST00607,23,Female,Hyderabad,Yes,Yes,2023-04-08,18-25
CUST00608,31,Female,Hyderabad,No,No,2023-04-27,26-35
CUST00609,56,Female,Bangalore,No,No,2023-01-26,51-65
CUST00610,32,Male,Hyderabad,No,No,2023-06-17,26-35
CUST00611,74,Male,Hyderabad,No,No,2023-04-21,65+
CUST00612,44,Female,Hyderabad,No,No,2023-02-28,36-50
CUST00613,21,Female,Bangalore,No,Yes,2023-03-28,18-25
CUST00614,58,Female,Chennai,Yes,Yes,2023-04-13,51-65
CUST00615,58,Female,Bangalore,No,No,2023-01-25,51-65
CUST00616,40,Female,Hyderabad,No,Yes,2023-04-20,36-50
CUST00617,52,Female,Bangalore,No,Yes,2023-06-20,51-65
CUST00618,51,Female,Bangalore,No,No,2023-04-06,51-65
CUST00619,62,Male,Bangalore,Yes,No,2023-06-25,51-65
CUST00620,37,Female,Bangalore,Yes,No,2023-01-18,36-50
CUST00621,22,Male,Bangalore,Yes,No,2023-01-22,18-25
CUST00622,56,Male,Hyderabad,Yes,Yes,2023-04-21,51-65
CUST00623,70,Male,Hyderabad,No,No,2023-04-06,65+
CUST00624,59,Male,Chennai,Yes,No,2023-05-23,51-65
CUST00625,39,Male,Bangalore,Yes,Yes,2023-05-31,36-50
CUST00626,54,Female,Hyderabad,No,No,2023-06-21,51-65
CUST00627,37,Male,Hyderabad,No,No,2023-04-16,36-50
CUST00628,34,Female,Hyderabad,Yes,Yes,2023-06-20,26-35
CUST00629,43,Female,Chennai,Yes,No,2023-01-14,36-50
CUST00630,44,Female,Chennai,Yes,Yes,2023-06-03,36-50
CUST00631,66,Female,Bangalore,Yes,Yes,2023-04-01,65+
CUST00632,71,Male,Hyderabad,No,No,2023-05-28,65+
CUST00633,40,Male,Bangalore,Yes,No,2023-02-09,36-50
CUST00634,50,Female,Chennai,Yes,No,2023-02-27,36-50
CUST00635,71,Male,Hyderabad,No,No,2023-03-31,65+
CUST00636,21,Female,Bangalore,Yes,No,2023-01-30,18-25
CUST00637,22,Female,Chennai,Yes,Yes,2023-05-27,18-25
CUST00638,61,Male,Bangalore,Yes,Yes,2023-04-20,51-65
CUST00639,59,Male,Hyderabad,Yes,Yes,2023-06-05,51-65
CUST00640,52,Female,Bangalore,No,Yes,2023-01-08,51-65
CUST00641,24,Male,Bangalore,No,Yes,2023-03-11,18-25
CUST00642,78,Female,Hyderabad,No,No,2023-03-28,65+
CUST00643,48,Female,Bangalore,Yes,No,2023-01-02,36-50
CUST00644,52,Male,Chennai,Yes,No,2023-02-06,51-65
CUST00645,55,Female,Hyderabad,Yes,Yes,2023-01-18,51-65
CUST00646,57,Male,Hyderabad,Yes,Yes,2023-06-12,51-65
CUST00647,77,Male,Hyderabad,No,Yes,2023-01-24,65+
CUST00648,42,Male,Bangalore,Yes,No,2023-04-07,36-50
CUST00649,48,Female,Chennai,No,No,2023-04-27,36-50
CUST00650,49,Female,Bangalore,Yes,No,2023-02-10,36-50
CUST00651,43,Female,Bangalore,Yes,No,2023-03-21,36-50
CUST00652,57,Female,Bangalore,Yes,No,2023-05-26,51-65
CUST00653,60,Male,Chennai,Yes,No,2023-01-14,51-65
CUST00654,47,Male,Bangalore,Yes,Yes,2023-02-10,36-50
CUST00655,23,Male,Hyderabad,Yes,Yes,2023-06-22,18-25
CUST00656,35,Male,Hyderabad,Yes,No,2023-03-11,26-35
CUST00657,44,Female,Hyderabad,Yes,No,2023-06-19,36-50
CUST00658,28,Female,Chennai,No,No,2023-05-05,26-35
CUST00659,51,Female,Hyderabad,No,No,2023-04-17,51-65
CUST00660,64,Female,Hyderabad,Yes,No,2023-02-25,51-65
CUST00661,65,Male,Hyderabad,No,No,2023-03-30,51-65
CUST00662,19,Female,Hyderabad,Yes,No,2023-01-29,18-25
CUST00663,43,Female,Hyderabad,Yes,Yes,2023-06-23,36-50
CUST00664,78,Female,Bangalore,No,No,2023-05-15,65+
CUST00665,33,Female,Bangalore,Yes,No,2023-01-12,26-35
CUST00666,55,Male,Hyderabad,No,No,2023-04-12,51-65
CUST00667,34,Male,Bangalore,Yes,Yes,2023-01-02,26-35
CUST00668,26,Male,Hyderabad,Yes,No,2023-03-19,26-35
CUST00669,21,Male,Bangalore,No,No,2023-02-05,18-25
CUST00670,44,Female,Hyderabad,Yes,No,2023-03-16,36-50
CUST00671,55,Female,Hyderabad,Yes,No,2023-01-31,51-65
CUST00672,37,Male,Chennai,No,No,2023-05-08,36-50
CUST00673,42,Female,Chennai,Yes,Yes,2023-02-14,36-50
CUST00674,36,Male,Bangalore,Yes,No,2023-04-08,36-50
CUST00675,74,Male,Chennai,Yes,Yes,2023-05-09,65+
CUST00676,37,Female,Chennai,Yes,No,2023-01-19,36-50
CUST00677,36,Female,Hyderabad,Yes,Yes,2023-01-11,36-50
CUST00678,41,Female,Chennai,No,Yes,2023-01-05,36-50
CUST00679,46,Female,Bangalore,No,No,2023-01-20,36-50
CUST00680,41,Female,Hyderabad,Yes,No,2023-05-28,36-50
CUST00681,38,Female,Bangalore,Yes,Yes,2023-05-27,36-50
CUST00682,51,Female,Bangalore,No,Yes,2023-06-13,51-65
CUST00683,41,Female,Hyderabad,Yes,No,2023-03-16,36-50
CUST00684,34,Male,Hyderabad,Yes,Yes,2023-04-14,26-35
CUST00685,62,Male,Bangalore,Yes,No,2023-03-25,51-65
CUST00686,18,Male,Hyderabad,Yes,No,2023-06-08,18-25
CUST00687,41,Female,Bangalore,Yes,Yes,2023-06-26,36-50
CUST00688,53,Female,Chennai,Yes,No,2023-01-23,51-65
CUST00689,43,Female,Chennai,Yes,No,2023-01-28,36-50
CUST00690,23,Male,Bangalore,Yes,No,2023-04-22,18-25
CUST00691,62,Female,Chennai,Yes,No,2023-05-15,51-65
CUST00692,47,Male,Hyderabad,Yes,Yes,2023-04-12,36-50
CUST00693,35,Female,Bangalore,Yes,Yes,2023-03-28,26-35
CUST00694,56,Male,Hyderabad,Yes,Yes,2023-03-27,51-65
CUST00695,46,Male,Hyderabad,Yes,No,2023-01-20,36-50
CUST00696,56,Male,Hyderabad,No,Yes,2023-05-16,51-65
CUST00697,37,Male,Bangalore,No,No,2023-03-31,36-50
CUST00698,66,Female,Chennai,Yes,Yes,2023-06-15,65+
CUST00699,63,Male,Hyderabad,Yes,Yes,2023-03-02,51-65
CUST00700,63,Male,Chennai,No,Yes,2023-02-07,51-65
CUST00701,41,Female,Chennai,No,Yes,2023-02-20,36-50
CUST00702,23,Male,Bangalore,No,No,2023-06-04,18-25
CUST00703,37,Male,Hyderabad,Yes,Yes,2023-06-17,36-50
CUST00704,61,Male,Hyderabad,Yes,Yes,2023-02-15,51-65
CUST00705,52,Female,Hyderabad,Yes,No,2023-04-29,51-65
CUST00706,32,Female,Chennai,Yes,No,2023-06-24,26-35
CUST00707,31,Female,Chennai,No,No,2023-06-10,26-35
CUST00708,18,Female,Chennai,Yes,Yes,2023-02-08,18-25
CUST00709,32,Female,Bangalore,No,Yes,2023-01-18,26-35
CUST00710,58,Female,Bangalore,Yes,Yes,2023-04-24,51-65
CUST00711,55,Female,Hyderabad,No,Yes,2023-03-12,51-65
CUST00712,24,Male,Hyderabad,Yes,Yes,2023-04-01,18-25
CUST00713,55,Male,Bangalore,Yes,No,2023-03-21,51-65
CUST00714,52,Female,Bangalore,Yes,Yes,2023-04-26,51-65
CUST00715,41,Male,Hyderabad,Yes,No,2023-01-15,36-50
CUST00716,47,Female,Hyderabad,Yes,Yes,2023-03-15,36-50
CUST00717,57,Male,Hyderabad,Yes,No,2023-06-15,51-65
CUST00718,32,Male,Bangalore,Yes,No,2023-06-07,26-35
CUST00719,60,Female,Bangalore,Yes,No,2023-04-29,51-65
CUST00720,43,Male,Bangalore,No,Yes,2023-04-26,36-50
CUST00721,42,Male,Hyderabad,Yes,Yes,2023-03-24,36-50
CUST00722,77,Female,Bangalore,Yes,No,2023-05-09,65+
CUST00723,35,Male,Chennai,No,No,2023-01-16,26-35
CUST00724,74,Female,Hyderabad,No,No,2023-01-27,65+
CUST00725,48,Female,Bangalore,No,Yes,2023-01-22,36-50
CUST00726,60,Male,Bangalore,Yes,Yes,2023-01-11,51-65
CUST00727,62,Male,Bangalore,Yes,No,2023-04-23,51-65
CUST00728,21,Female,Hyderabad,Yes,No,2023-05-15,18-25
CUST00729,51,Male,Bangalore,No,No,2023-04-04,51-65
CUST00730,31,Female,Hyderabad,Yes,No,2023-03-14,26-35
CUST00731,76,Female,Bangalore,Yes,No,2023-04-15,65+
CUST00732,19,Female,Hyderabad,Yes,No,2023-06-23,18-25
CUST00733,59,Male,Hyderabad,Yes,Yes,2023-06-11,51-65
CUST00734,38,Female,Hyderabad,Yes,No,2023-01-17,36-50
CUST00735,71,Female,Bangalore,No,No,2023-01-25,65+
CUST00736,20,Female,Hyderabad,Yes,No,2023-03-14,18-25
CUST00737,20,Female,Hyderabad,No,No,2023-06-18,18-25
CUST00738,54,Male,Chennai,Yes,No,2023-03-27,51-65
CUST00739,44,Male,Hyderabad,Yes,Yes,2023-05-30,36-50
CUST00740,48,Male,Hyderabad,No,Yes,2023-03-31,36-50
CUST00741,54,Female,Hyderabad,No,Yes,2023-06-17,51-65
CUST00742,58,Female,Hyderabad,No,No,2023-02-03,51-65
CUST00743,41,Male,Chennai,No,No,2023-03-21,36-50
CUST00744,43,Female,Hyderabad,Yes,No,2023-06-14,36-50
CUST00745,34,Female,Bangalore,Yes,Yes,2023-02-02,26-35
CUST00746,55,Male,Bangalore,Yes,No,2023-06-15,51-65
CUST00747,53,Female,Hyderabad,Yes,No,2023-05-11,51-65
CUST00748,79,Female,Hyderabad,No,No,2023-01-05,65+
CUST00749,55,Female,Hyderabad,Yes,No,2023-03-21,51-65
CUST00750,38,Male,Hyderabad,No,No,2023-02-24,36-50
CUST00751,43,Female,Hyderabad,No,No,2023-05-05,36-50
CUST00752,76,Male,Chennai,Yes,Yes,2023-02-27,65+
CUST00753,49,Male,Hyderabad,Yes,Yes,2023-02-09,36-50
CUST00754,23,Male,Hyderabad,Yes,Yes,2023-03-17,18-25
CUST00755,62,Male,Bangalore,Yes,No,2023-05-10,51-65
CUST00756,42,Male,Bangalore,No,Yes,2023-06-19,36-50
CUST00757,27,Female,Bangalore,Yes,No,2023-06-08,26-35
CUST00758,70,Male,Bangalore,No,No,2023-06-02,65+
CUST00759,38,Female,Hyderabad,Yes,No,2023-02-09,36-50
CUST00760,49,Male,Chennai,Yes,No,2023-02-16,36-50
CUST00761,41,Male,Chennai,No,Yes,2023-04-23,36-50
CUST00762,35,Male,Chennai,Yes,No,2023-04-16,26-35
CUST00763,35,Female,Chennai,No,Yes,2023-06-23,26-35
CUST00764,75,Male,Hyderabad,Yes,Yes,2023-04-24,65+
CUST00765,67,Female,Chennai,No,No,2023-04-25,65+
CUST00766,43,Male,Chennai,Yes,No,2023-05-17,36-50
CUST00767,39,Male,Bangalore,Yes,Yes,2023-03-21,36-50
CUST00768,59,Female,Hyderabad,Yes,No,2023-02-19,51-65
CUST00769,40,Female,Hyderabad,No,No,2023-06-23,36-50
CUST00770,53,Female,Bangalore,No,No,2023-04-29,51-65
CUST00771,36,Female,Bangalore,No,Yes,2023-04-08,36-50
CUST00772,37,Female,Chennai,Yes,No,2023-02-11,36-50
CUST00773,57,Male,Bangalore,Yes,Yes,2023-06-04,51-65
CUST00774,49,Male,Hyderabad,Yes,No,2023-03-06,36-50
CUST00775,63,Male,Hyderabad,Yes,Yes,2023-06-14,51-65
CUST00776,50,Female,Chennai,Yes,Yes,2023-04-06,36-50
CUST00777,79,Male,Hyderabad,No,No,2023-05-13,65+
CUST00778,28,Male,Hyderabad,No,No,2023-03-14,26-35
CUST00779,40,Male,Bangalore,Yes,No,2023-02-11,36-50
CUST00780,18,Female,Bangalore,No,No,2023-04-26,18-25
CUST00781,56,Male,Hyderabad,Yes,Yes,2023-04-22,51-65
CUST00782,31,Male,Chennai,Yes,No,2023-02-26,26-35
CUST00783,53,Female,Hyderabad,No,Yes,2023-03-31,51-65
CUST00784,35,Male,Hyderabad,Yes,Yes,2023-04-17,26-35
CUST00785,20,Male,Hyderabad,Yes,No,2023-04-12,18-25
CUST00786,24,Female,Hyderabad,Yes,Yes,2023-03-02,18-25
CUST00787,76,Female,Hyderabad,Yes,Yes,2023-01-21,65+
CUST00788,69,Female,Bangalore,No,No,2023-02-27,65+
CUST00789,64,Male,Hyderabad,Yes,No,2023-03-23,51-65
CUST00790,63,Male,Chennai,Yes,Yes,2023-06-16,51-65
CUST00791,34,Female,Hyderabad,Yes,No,2023-02-07,26-35
CUST00792,76,Male,Hyderabad,No,No,2023-01-10,65+
CUST00793,43,Female,Bangalore,No,Yes,2023-05-01,36-50
CUST00794,56,Male,Hyderabad,Yes,Yes,2023-06-30,51-65
CUST00795,52,Female,Chennai,Yes,Yes,2023-04-25,51-65
CUST00796,34,Male,Bangalore,Yes,No,2023-01-21,26-35
CUST00797,47,Male,Bangalore,Yes,No,2023-03-07,36-50
CUST00798,42,Male,Hyderabad,No,No,2023-02-08,36-50
CUST00799,53,Female,Hyderabad,Yes,Yes,2023-01-29,51-65
CUST00800,57,Female,Bangalore,Yes,Yes,2023-03-02,51-65
CUST00801,52,Female,Bangalore,No,Yes,2023-02-01,51-65
CUST00802,51,Male,Hyderabad,Yes,No,2023-03-03,51-65
CUST00803,62,Female,Bangalore,No,No,2023-06-13,51-65
CUST00804,18,Female,Hyderabad,No,No,2023-01-17,18-25
CUST00805,40,Male,Hyderabad,Yes,Yes,2023-05-08,36-50
CUST00806,20,Male,Hyderabad,No,No,2023-06-11,18-25
CUST00807,73,Male,Hyderabad,Yes,No,2023-02-06,65+
CUST00808,20,Female,Hyderabad,No,Yes,2023-04-20,18-25
CUST00809,36,Male,Hyderabad,Yes,Yes,2023-06-07,36-50
CUST00810,54,Female,Chennai,No,Yes,2023-03-03,51-65
CUST00811,53,Female,Bangalore,No,No,2023-02-17,51-65
CUST00812,21,Male,Hyderabad,No,Yes,2023-05-15,18-25
CUST00813,39,Female,Bangalore,No,No,2023-01-18,36-50
CUST00814,52,Male,Chennai,Yes,No,2023-04-10,51-65
