customer_id,age,gender,city,repeat_customer,loyalty_member,registration_date
CUST00459,41,Female,Hyderabad,Yes,Yes,2023-03-01
CUST00460,47,Female,Hyderabad,Yes,No,2023-01-12
CUST00461,36,Female,Hyderabad,Yes,No,2023-05-02
CUST00462,26,Female,Bangalore,Yes,Yes,2023-04-09
CUST00463,72,Male,Hyderabad,Yes,No,2023-05-07
CUST00464,56,Male,Hyderabad,Yes,Yes,2023-02-02
CUST00465,73,Female,Chennai,No,No,2023-01-26
CUST00466,75,Female,Hyderabad,Yes,Yes,2023-01-26
CUST00467,68,Female,Bangalore,Yes,Yes,2023-01-04
CUST00468,44,Male,Bangalore,No,Yes,2023-04-15
CUST00469,67,Male,Bangalore,Yes,No,2023-01-20
CUST00470,31,Female,Bangalore,Yes,No,2023-03-09
CUST00471,49,Female,Bangalore,No,No,2023-06-09
CUST00472,51,Female,Bangalore,Yes,No,2023-06-16
CUST00473,46,Male,Hyderabad,Yes,No,2023-03-26
CUST00474,58,Female,Bangalore,No,Yes,2023-03-23
CUST00475,38,Female,Hyderabad,Yes,No,2023-05-19
CUST00476,18,Male,Bangalore,No,No,2023-06-08
CUST00477,22,Male,Bangalore,Yes,Yes,2023-03-02
CUST00478,26,Female,Hyderabad,Yes,No,2023-02-28
CUST00479,54,Male,Hyderabad,Yes,Yes,2023-04-22
CUST00480,67,Male,Hyderabad,Yes,Yes,2023-06-12
CUST00481,29,Male,Hyderabad,Yes,No,2023-04-24
CUST00482,40,Male,Hyderabad,Yes,No,2023-06-27
CUST00483,21,Female,Hyderabad,Yes,No,2023-01-08
CUST00484,19,Male,Chennai,Yes,No,2023-03-25
CUST00485,53,Male,Bangalore,Yes,Yes,2023-03-17
CUST00486,46,Female,Bangalore,Yes,No,2023-04-06
CUST00487,42,Female,Bangalore,Yes,Yes,2023-02-07
CUST00488,35,Male,Hyderabad,Yes,No,2023-05-16
CUST00489,54,Female,Chennai,Yes,Yes,2023-05-25
CUST00490,28,Male,Hyderabad,Yes,Yes,2023-02-13
CUST00491,51,Male,Bangalore,No,No,2023-01-21
CUST00492,35,Female,Bangalore,No,Yes,2023-06-08
CUST00493,52,Male,Bangalore,Yes,No,2023-05-08
CUST00494,31,Male,Chennai,Yes,Yes,2023-03-01
CUST00495,73,Female,Hyderabad,Yes,Yes,2023-06-13
CUST00496,32,Female,Bangalore,No,No,2023-04-28
CUST00497,21,Female,Hyderabad,Yes,No,2023-06-20
CUST00498,33,Male,Bangalore,Yes,No,2023-04-30
CUST00499,22,Female,Chennai,Yes,No,2023-06-23
CUST00500,62,Male,Hyderabad,Yes,No,2023-01-19
CUST00501,43,Female,Bangalore,Yes,No,2023-03-30
CUST00502,70,Female,Hyderabad,Yes,No,2023-06-13
CUST00503,57,Female,Chennai,Yes,Yes,2023-06-26
CUST00504,41,Female,Chennai,No,Yes,2023-04-27
CUST00505,52,Female,Chennai,No,Yes,2023-02-20
CUST00506,37,Female,Bangalore,Yes,Yes,2023-05-04
CUST00507,19,Male,Hyderabad,Yes,No,2023-03-02
CUST00508,51,Female,Chennai,Yes,Yes,2023-05-27
CUST00509,18,Female,Bangalore,No,Yes,2023-05-28
CUST00510,38,Female,Chennai,Yes,No,2023-06-29
CUST00511,58,Female,Hyderabad,Yes,Yes,2023-01-06
CUST00512,33,Female,Bangalore,Yes,Yes,2023-03-12
CUST00513,44,Male,Hyderabad,Yes,Yes,2023-05-25
CUST00514,58,Male,Bangalore,Yes,No,2023-06-05
CUST00515,65,Female,Hyderabad,Yes,No,2023-03-15
CUST00516,22,Male,Hyderabad,No,No,2023-06-05
CUST00517,43,Female,Hyderabad,Yes,No,2023-02-26
CUST00518,22,Male,Hyderabad,Yes,No,2023-06-08
CUST00519,47,Female,Chennai,No,Yes,2023-06-23
CUST00520,25,Male,Hyderabad,Yes,No,2023-06-10
CUST00521,39,Male,Hyderabad,No,No,2023-06-10
CUST00522,57,Male,Hyderabad,No,No,2023-03-21
CUST00523,18,Female,Bangalore,Yes,Yes,2023-01-09
CUST00524,51,Female,Hyderabad,Yes,No,2023-02-03
CUST00525,34,Male,Chennai,No,Yes,2023-03-17
CUST00526,55,Female,Hyderabad,Yes,No,2023-04-17
CUST00527,36,Male,Hyderabad,Yes,No,2023-02-21
CUST00528,38,Male,Bangalore,No,Yes,2023-05-19
CUST00529,42,Female,Bangalore,No,No,2023-05-16
CUST00530,27,Female,Chennai,Yes,Yes,2023-02-12
CUST00531,49,Female,Hyderabad,No,No,2023-05-04
CUST00532,52,Female,Chennai,Yes,Yes,2023-03-28
CUST00533,57,Male,Bangalore,Yes,Yes,2023-04-30
CUST00534,43,Male,Hyderabad,No,No,2023-02-06
CUST00535,74,Male,Bangalore,Yes,No,2023-06-23
CUST00536,79,Female,Chennai,Yes,Yes,2023-05-23
CUST00537,26,Female,Bangalore,No,No,2023-01-24
CUST00538,41,Female,Bangalore,No,Yes,2023-01-04
CUST00539,67,Female,Hyderabad,No,No,2023-05-18
CUST00540,36,Male,Hyderabad,No,No,2023-04-27
CUST00541,38,Female,Bangalore,Yes,No,2023-06-22
CUST00542,64,Female,Bangalore,No,No,2023-05-30
CUST00543,49,Female,Bangalore,Yes,No,2023-06-13
CUST00544,20,Female,Chennai,Yes,Yes,2023-01-28
CUST00545,25,Male,Hyderabad,No,Yes,2023-05-01
CUST00546,37,Male,Bangalore,No,No,2023-06-08
CUST00547,55,Female,Bangalore,Yes,Yes,2023-06-06
CUST00548,46,Male,Chennai,No,Yes,2023-06-15
CUST00549,71,Male,Hyderabad,Yes,No,2023-06-12
CUST00550,32,Female,Hyderabad,Yes,No,2023-06-29
CUST00551,74,Female,Hyderabad,Yes,Yes,2023-06-16
CUST00552,39,Female,Hyderabad,No,No,2023-01-30
CUST00553,50,Male,Bangalore,Yes,No,2023-01-12
CUST00554,67,Male,Chennai,No,Yes,2023-03-19
CUST00555,53,Female,Hyderabad,Yes,Yes,2023-01-30
CUST00556,48,Male,Hyderabad,No,Yes,2023-03-02
CUST00557,23,Male,Bangalore,No,No,2023-04-10
CUST00558,57,Female,Hyderabad,Yes,No,2023-04-05
CUST00559,74,Female,Hyderabad,Yes,No,2023-05-31
CUST00560,18,Male,Hyderabad,Yes,Yes,2023-04-17
CUST00561,51,Male,Hyderabad,Yes,No,2023-05-06
CUST00562,23,Female,Hyderabad,Yes,No,2023-03-13
CUST00563,76,Male,Chennai,No,No,2023-06-26
CUST00564,20,Female,Hyderabad,Yes,No,2023-02-25
CUST00565,76,Female,Chennai,Yes,Yes,2023-04-24
CUST00566,23,Male,Hyderabad,No,No,2023-04-03
CUST00567,44,Male,Bangalore,Yes,No,2023-06-25
CUST00568,38,Female,Chennai,No,No,2023-05-20
CUST00569,40,Female,Bangalore,Yes,Yes,2023-01-16
CUST00570,70,Female,Bangalore,No,Yes,2023-03-12
CUST00571,34,Male,Chennai,Yes,No,2023-02-01
CUST00572,40,Female,Hyderabad,No,No,2023-01-24
CUST00573,49,Male,Hyderabad,Yes,Yes,2023-06-14
CUST00574,49,Male,Hyderabad,Yes,Yes,2023-01-13
CUST00575,37,Female,Hyderabad,No,No,2023-03-04
CUST00576,34,Male,Hyderabad,Yes,Yes,2023-05-25
CUST00577,26,Male,Hyderabad,No,No,2023-01-18
CUST00578,41,Male,Hyderabad,No,No,2023-05-31
CUST00579,40,Male,Hyderabad,Yes,Yes,2023-03-01
CUST00580,39,Female,Hyderabad,Yes,No,2023-02-07
CUST00581,36,Male,Chennai,Yes,No,2023-03-12
CUST00582,72,Male,Chennai,No,No,2023-02-03
CUST00583,38,Female,Hyderabad,Yes,No,2023-02-14
CUST00584,24,Male,Hyderabad,Yes,No,2023-06-19
CUST00585,44,Male,Hyderabad,No,Yes,2023-02-03
CUST00586,39,Male,Hyderabad,No,Yes,2023-04-02
CUST00587,37,Male,Chennai,No,No,2023-05-31
CUST00588,39,Female,Hyderabad,Yes,Yes,2023-01-05
CUST00589,26,Male,Bangalore,Yes,No,2023-03-09
CUST00590,21,Male,Hyderabad,Yes,No,2023-02-02
CUST00591,78,Female,Bangalore,Yes,No,2023-05-15
CUST00592,53,Male,Bangalore,No,No,2023-01-17
CUST00593,56,Female,Bangalore,No,No,2023-04-25
CUST00594,42,Female,Bangalore,No,Yes,2023-05-12
CUST00595,70,Male,Bangalore,Yes,No,2023-04-26
CUST00596,46,Male,Hyderabad,No,No,2023-06-07
CUST00597,58,Male,Hyderabad,Yes,Yes,2023-06-18
CUST00598,35,Female,Hyderabad,Yes,No,2023-04-28
CUST00599,40,Male,Hyderabad,No,Yes,2023-01-16
CUST00600,49,Female,Hyderabad,Yes,No,2023-04-13
CUST00601,32,Female,Chennai,Yes,No,2023-06-25
CUST00602,50,Male,Chennai,No,Yes,2023-05-06
CUST00603,51,Female,Hyderabad,Yes,Yes,2023-01-19
CUST00604,60,Male,Bangalore,Yes,No,2023-03-24
CUST00605,41,Male,Hyderabad,Yes,No,2023-01-17
CUST00606,29,Male,Hyderabad,Yes,Yes,2023-03-12
CUST00607,23,Female,Hyderabad,Yes,Yes,2023-04-08
CUST00608,31,Female,Hyderabad,No,No,2023-04-27
CUST00609,56,Female,Bangalore,No,No,2023-01-26
CUST00610,32,Male,Hyderabad,No,No,2023-06-17
CUST00611,74,Male,Hyderabad,No,No,2023-04-21
CUST00612,44,Female,Hyderabad,No,No,2023-02-28
CUST00613,21,Female,Bangalore,No,Yes,2023-03-28
CUST00614,58,Female,Chennai,Yes,Yes,2023-04-13
CUST00615,58,Female,Bangalore,No,No,2023-01-25
CUST00616,40,Female,Hyderabad,No,Yes,2023-04-20
CUST00617,52,Female,Bangalore,No,Yes,2023-06-20
CUST00618,51,Female,Bangalore,No,No,2023-04-06
CUST00619,62,Male,Bangalore,Yes,No,2023-06-25
CUST00620,37,Female,Bangalore,Yes,No,2023-01-18
CUST00621,22,Male,Bangalore,Yes,No,2023-01-22
CUST00622,56,Male,Hyderabad,Yes,Yes,2023-04-21
CUST00623,70,Male,Hyderabad,No,No,2023-04-06
CUST00624,59,Male,Chennai,Yes,No,2023-05-23
CUST00625,39,Male,Bangalore,Yes,Yes,2023-05-31
CUST00626,54,Female,Hyderabad,No,No,2023-06-21
CUST00627,37,Male,Hyderabad,No,No,2023-04-16
CUST00628,34,Female,Hyderabad,Yes,Yes,2023-06-20
CUST00629,43,Female,Chennai,Yes,No,2023-01-14
CUST00630,44,Female,Chennai,Yes,Yes,2023-06-03
CUST00631,66,Female,Bangalore,Yes,Yes,2023-04-01
CUST00632,71,Male,Hyderabad,No,No,2023-05-28
CUST00633,40,Male,Bangalore,Yes,No,2023-02-09
CUST00634,50,Female,Chennai,Yes,No,2023-02-27
CUST00635,71,Male,Hyderabad,No,No,2023-03-31
CUST00636,21,Female,Bangalore,Yes,No,2023-01-30
CUST00637,22,Female,Chennai,Yes,Yes,2023-05-27
CUST00638,61,Male,Bangalore,Yes,Yes,2023-04-20
CUST00639,59,Male,Hyderabad,Yes,Yes,2023-06-05
CUST00640,52,Female,Bangalore,No,Yes,2023-01-08
CUST00641,24,Male,Bangalore,No,Yes,2023-03-11
CUST00642,78,Female,Hyderabad,No,No,2023-03-28
CUST00643,48,Female,Bangalore,Yes,No,2023-01-02
CUST00644,52,Male,Chennai,Yes,No,2023-02-06
CUST00645,55,Female,Hyderabad,Yes,Yes,2023-01-18
CUST00646,57,Male,Hyderabad,Yes,Yes,2023-06-12
CUST00647,77,Male,Hyderabad,No,Yes,2023-01-24
CUST00648,42,Male,Bangalore,Yes,No,2023-04-07
CUST00649,48,Female,Chennai,No,No,2023-04-27
CUST00650,49,Female,Bangalore,Yes,No,2023-02-10
CUST00651,43,Female,Bangalore,Yes,No,2023-03-21
CUST00652,57,Female,Bangalore,Yes,No,2023-05-26
CUST00653,60,Male,Chennai,Yes,No,2023-01-14
CUST00654,47,Male,Bangalore,Yes,Yes,2023-02-10
CUST00655,23,Male,Hyderabad,Yes,Yes,2023-06-22
CUST00656,35,Male,Hyderabad,Yes,No,2023-03-11
CUST00657,44,Female,Hyderabad,Yes,No,2023-06-19
CUST00658,28,Female,Chennai,No,No,2023-05-05
CUST00659,51,Female,Hyderabad,No,No,2023-04-17
CUST00660,64,Female,Hyderabad,Yes,No,2023-02-25
CUST00661,65,Male,Hyderabad,No,No,2023-03-30
CUST00662,19,Female,Hyderabad,Yes,No,2023-01-29
CUST00663,43,Female,Hyderabad,Yes,Yes,2023-06-23
CUST00664,78,Female,Bangalore,No,No,2023-05-15
CUST00665,33,Female,Bangalore,Yes,No,2023-01-12
CUST00666,55,Male,Hyderabad,No,No,2023-04-12
CUST00667,34,Male,Bangalore,Yes,Yes,2023-01-02
CUST00668,26,Male,Hyderabad,Yes,No,2023-03-19
CUST00669,21,Male,Bangalore,No,No,2023-02-05
CUST00670,44,Female,Hyderabad,Yes,No,2023-03-16
CUST00671,55,Female,Hyderabad,Yes,No,2023-01-31
CUST00672,37,Male,Chennai,No,No,2023-05-08
CUST00673,42,Female,Chennai,Yes,Yes,2023-02-14
CUST00674,36,Male,Bangalore,Yes,No,2023-04-08
CUST00675,74,Male,Chennai,Yes,Yes,2023-05-09
CUST00676,37,Female,Chennai,Yes,No,2023-01-19
CUST00677,36,Female,Hyderabad,Yes,Yes,2023-01-11
CUST00678,41,Female,Chennai,No,Yes,2023-01-05
CUST00679,46,Female,Bangalore,No,No,2023-01-20
CUST00680,41,Female,Hyderabad,Yes,No,2023-05-28
CUST00681,38,Female,Bangalore,Yes,Yes,2023-05-27
CUST00682,51,Female,Bangalore,No,Yes,2023-06-13
CUST00683,41,Female,Hyderabad,Yes,No,2023-03-16
CUST00684,34,Male,Hyderabad,Yes,Yes,2023-04-14
CUST00685,62,Male,Bangalore,Yes,No,2023-03-25
CUST00686,18,Male,Hyderabad,Yes,No,2023-06-08
CUST00687,41,Female,Bangalore,Yes,Yes,2023-06-26
CUST00688,53,Female,Chennai,Yes,No,2023-01-23
CUST00689,43,Female,Chennai,Yes,No,2023-01-28
CUST00690,23,Male,Bangalore,Yes,No,2023-04-22
CUST00691,62,Female,Chennai,Yes,No,2023-05-15
CUST00692,47,Male,Hyderabad,Yes,Yes,2023-04-12
CUST00693,35,Female,Bangalore,Yes,Yes,2023-03-28
CUST00694,56,Male,Hyderabad,Yes,Yes,2023-03-27
CUST00695,46,Male,Hyderabad,Yes,No,2023-01-20
CUST00696,56,Male,Hyderabad,No,Yes,2023-05-16
CUST00697,37,Male,Bangalore,No,No,2023-03-31
CUST00698,66,Female,Chennai,Yes,Yes,2023-06-15
CUST00699,63,Male,Hyderabad,Yes,Yes,2023-03-02
CUST00700,63,Male,Chennai,No,Yes,2023-02-07
CUST00701,41,Female,Chennai,No,Yes,2023-02-20
CUST00702,23,Male,Bangalore,No,No,2023-06-04
CUST00703,37,Male,Hyderabad,Yes,Yes,2023-06-17
CUST00704,61,Male,Hyderabad,Yes,Yes,2023-02-15
CUST00705,52,Female,Hyderabad,Yes,No,2023-04-29
CUST00706,32,Female,Chennai,Yes,No,2023-06-24
CUST00707,31,Female,Chennai,No,No,2023-06-10
CUST00708,18,Female,Chennai,Yes,Yes,2023-02-08
CUST00709,32,Female,Bangalore,No,Yes,2023-01-18
CUST00710,58,Female,Bangalore,Yes,Yes,2023-04-24
CUST00711,55,Female,Hyderabad,No,Yes,2023-03-12
CUST00712,24,Male,Hyderabad,Yes,Yes,2023-04-01
CUST00713,55,Male,Bangalore,Yes,No,2023-03-21
CUST00714,52,Female,Bangalore,Yes,Yes,2023-04-26
CUST00715,41,Male,Hyderabad,Yes,No,2023-01-15
CUST00716,47,Female,Hyderabad,Yes,Yes,2023-03-15
CUST00717,57,Male,Hyderabad,Yes,No,2023-06-15
CUST00718,32,Male,Bangalore,Yes,No,2023-06-07
CUST00719,60,Female,Bangalore,Yes,No,2023-04-29
CUST00720,43,Male,Bangalore,No,Yes,2023-04-26
CUST00721,42,Male,Hyderabad,Yes,Yes,2023-03-24
CUST00722,77,Female,Bangalore,Yes,No,2023-05-09
CUST00723,35,Male,Chennai,No,No,2023-01-16
CUST00724,74,Female,Hyderabad,No,No,2023-01-27
CUST00725,48,Female,Bangalore,No,Yes,2023-01-22
CUST00726,60,Male,Bangalore,Yes,Yes,2023-01-11
CUST00727,62,Male,Bangalore,Yes,No,2023-04-23
CUST00728,21,Female,Hyderabad,Yes,No,2023-05-15
CUST00729,51,Male,Bangalore,No,No,2023-04-04
CUST00730,31,Female,Hyderabad,Yes,No,2023-03-14
CUST00731,76,Female,Bangalore,Yes,No,2023-04-15
CUST00732,19,Female,Hyderabad,Yes,No,2023-06-23
CUST00733,59,Male,Hyderabad,Yes,Yes,2023-06-11
CUST00734,38,Female,Hyderabad,Yes,No,2023-01-17
CUST00735,71,Female,Bangalore,No,No,2023-01-25
CUST00736,20,Female,Hyderabad,Yes,No,2023-03-14
CUST00737,20,Female,Hyderabad,No,No,2023-06-18
CUST00738,54,Male,Chennai,Yes,No,2023-03-27
CUST00739,44,Male,Hyderabad,Yes,Yes,2023-05-30
CUST00740,48,Male,Hyderabad,No,Yes,2023-03-31
CUST00741,54,Female,Hyderabad,No,Yes,2023-06-17
CUST00742,58,Female,Hyderabad,No,No,2023-02-03
CUST00743,41,Male,Chennai,No,No,2023-03-21
CUST00744,43,Female,Hyderabad,Yes,No,2023-06-14
CUST00745,34,Female,Bangalore,Yes,Yes,2023-02-02
CUST00746,55,Male,Bangalore,Yes,No,2023-06-15
CUST00747,53,Female,Hyderabad,Yes,No,2023-05-11
CUST00748,79,Female,Hyderabad,No,No,2023-01-05
CUST00749,55,Female,Hyderabad,Yes,No,2023-03-21
CUST00750,38,Male,Hyderabad,No,No,2023-02-24
CUST00751,43,Female,Hyderabad,No,No,2023-05-05
CUST00752,76,Male,Chennai,Yes,Yes,2023-02-27
CUST00753,49,Male,Hyderabad,Yes,Yes,2023-02-09
CUST00754,23,Male,Hyderabad,Yes,Yes,2023-03-17
CUST00755,62,Male,Bangalore,Yes,No,2023-05-10
CUST00756,42,Male,Bangalore,No,Yes,2023-06-19
CUST00757,27,Female,Bangalore,Yes,No,2023-06-08
CUST00758,70,Male,Bangalore,No,No,2023-06-02
CUST00759,38,Female,Hyderabad,Yes,No,2023-02-09
CUST00760,49,Male,Chennai,Yes,No,2023-02-16
CUST00761,41,Male,Chennai,No,Yes,2023-04-23
CUST00762,35,Male,Chennai,Yes,No,2023-04-16
CUST00763,35,Female,Chennai,No,Yes,2023-06-23
CUST00764,75,Male,Hyderabad,Yes,Yes,2023-04-24
CUST00765,67,Female,Chennai,No,No,2023-04-25
CUST00766,43,Male,Chennai,Yes,No,2023-05-17
CUST00767,39,Male,Bangalore,Yes,Yes,2023-03-21
CUST00768,59,Female,Hyderabad,Yes,No,2023-02-19
CUST00769,40,Female,Hyderabad,No,No,2023-06-23
CUST00770,53,Female,Bangalore,No,No,2023-04-29
CUST00771,36,Female,Bangalore,No,Yes,2023-04-08
CUST00772,37,Female,Chennai,Yes,No,2023-02-11
CUST00773,57,Male,Bangalore,Yes,Yes,2023-06-04
CUST00774,49,Male,Hyderabad,Yes,No,2023-03-06
CUST00775,63,Male,Hyderabad,Yes,Yes,2023-06-14
CUST00776,50,Female,Chennai,Yes,Yes,2023-04-06
CUST00777,79,Male,Hyderabad,No,No,2023-05-13
CUST00778,28,Male,Hyderabad,No,No,2023-03-14
CUST00779,40,Male,Bangalore,Yes,No,2023-02-11
CUST00780,18,Female,Bangalore,No,No,2023-04-26
CUST00781,56,Male,Hyderabad,Yes,Yes,2023-04-22
CUST00782,31,Male,Chennai,Yes,No,2023-02-26
CUST00783,53,Female,Hyderabad,No,Yes,2023-03-31
CUST00784,35,Male,Hyderabad,Yes,Yes,2023-04-17
CUST00785,20,Male,Hyderabad,Yes,No,2023-04-12
CUST00786,24,Female,Hyderabad,Yes,Yes,2023-03-02
CUST00787,76,Female,Hyderabad,Yes,Yes,2023-01-21
CUST00788,69,Female,Bangalore,No,No,2023-02-27
CUST00789,64,Male,Hyderabad,Yes,No,2023-03-23
CUST00790,63,Male,Chennai,Yes,Yes,2023-06-16
CUST00791,34,Female,Hyderabad,Yes,No,2023-02-07
CUST00792,76,Male,Hyderabad,No,No,2023-01-10
CUST00793,43,Female,Bangalore,No,Yes,2023-05-01
CUST00794,56,Male,Hyderabad,Yes,Yes,2023-06-30
CUST00795,52,Female,Chennai,Yes,Yes,2023-04-25
CUST00796,34,Male,Bangalore,Yes,No,2023-01-21
CUST00797,47,Male,Bangalore,Yes,No,2023-03-07
CUST00798,42,Male,Hyderabad,No,No,2023-02-08
CUST00799,53,Female,Hyderabad,Yes,Yes,2023-01-29
CUST00800,57,Female,Bangalore,Yes,Yes,2023-03-02
CUST00801,52,Female,Bangalore,No,Yes,2023-02-01
CUST00802,51,Male,Hyderabad,Yes,No,2023-03-03
CUST00803,62,Female,Bangalore,No,No,2023-06-13
CUST00804,18,Female,Hyderabad,No,No,2023-01-17
CUST00805,40,Male,Hyderabad,Yes,Yes,2023-05-08
CUST00806,20,Male,Hyderabad,No,No,2023-06-11
CUST00807,73,Male,Hyderabad,Yes,No,2023-02-06
CUST00808,20,Female,Hyderabad,No,Yes,2023-04-20
CUST00809,36,Male,Hyderabad,Yes,Yes,2023-06-07
CUST00810,54,Female,Chennai,No,Yes,2023-03-03
CUST00811,53,Female,Bangalore,No,No,2023-02-17
CUST00812,21,Male,Hyderabad,No,Yes,2023-05-15
CUST00813,39,Female,Bangalore,No,No,2023-01-18
CUST00814,52,Male,Chennai,Yes,No,2023-04-10
CUST00815,58,Female,Bangalore,Yes,No,2023-01-12
CUST00816,32,Female,Hyderabad,Yes,No,2023-04-06
CUST00817,29,Female,Bangalore,Yes,No,2023-01-05
CUST00818,66,Female,Bangalore,No,No,2023-01-18
CUST00819,69,Female,Hyderabad,Yes,Yes,2023-03-03
CUST00820,68,Male,Chennai,No,No,2023-05-29
CUST00821,58,Female,Chennai,No,No,2023-02-04
CUST00822,24,Male,Chennai,Yes,Yes,2023-04-01
CUST00823,57,Female,Bangalore,Yes,No,2023-06-14
CUST00824,59,Male,Chennai,Yes,No,2023-06-25
CUST00825,43,Female,Bangalore,No,Yes,2023-06-28
CUST00826,33,Female,Bangalore,Yes,Yes,2023-06-11
CUST00827,29,Male,Bangalore,No,Yes,2023-02-04
CUST00828,53,Male,Hyderabad,Yes,Yes,2023-04-28
CUST00829,65,Male,Chennai,No,Yes,2023-03-17
CUST00830,53,Male,Hyderabad,Yes,No,2023-01-12
CUST00831,58,Male,Bangalore,Yes,Yes,2023-01-11
CUST00832,21,Female,Bangalore,Yes,No,2023-03-21
CUST00833,59,Female,Hyderabad,Yes,Yes,2023-05-20
CUST00834,56,Female,Bangalore,No,No,2023-03-06
CUST00835,59,Male,Chennai,Yes,Yes,2023-06-15
CUST00836,51,Male,Hyderabad,Yes,No,2023-03-15
CUST00837,47,Female,Hyderabad,Yes,No,2023-01-13
CUST00838,18,Female,Chennai,No,Yes,2023-03-11
CUST00839,24,Male,Hyderabad,No,Yes,2023-04-05
CUST00840,42,Female,Bangalore,No,Yes,2023-04-13
CUST00841,56,Female,Hyderabad,Yes,No,2023-04-09
CUST00842,41,Female,Hyderabad,Yes,No,2023-02-17
CUST00843,76,Female,Hyderabad,Yes,Yes,2023-06-27
CUST00844,49,Female,Hyderabad,Yes,No,2023-04-05
CUST00845,20,Female,Hyderabad,Yes,Yes,2023-01-22
CUST00846,53,Female,Chennai,Yes,No,2023-01-21
CUST00847,21,Female,Hyderabad,No,No,2023-06-04
CUST00848,76,Male,Bangalore,Yes,Yes,2023-05-20
CUST00849,49,Female,Chennai,Yes,Yes,2023-03-24
CUST00850,34,Male,Chennai,Yes,No,2023-01-21
CUST00851,44,Female,Bangalore,Yes,Yes,2023-06-19
CUST00852,58,Female,Hyderabad,No,No,2023-03-20
CUST00853,58,Female,Hyderabad,Yes,No,2023-06-04
CUST00854,76,Female,Hyderabad,Yes,No,2023-02-12
CUST00855,69,Female,Hyderabad,Yes,Yes,2023-03-31
CUST00856,49,Female,Hyderabad,No,Yes,2023-01-11
CUST00857,72,Female,Hyderabad,No,No,2023-06-07
CUST00858,43,Female,Chennai,Yes,No,2023-03-12
CUST00859,24,Male,Hyderabad,Yes,Yes,2023-01-20
CUST00860,58,Female,Hyderabad,Yes,Yes,2023-04-04
CUST00861,26,Male,Bangalore,No,No,2023-01-08
CUST00862,53,Male,Bangalore,Yes,No,2023-06-05
CUST00863,41,Female,Hyderabad,No,No,2023-01-09
CUST00864,35,Male,Hyderabad,Yes,Yes,2023-01-18
CUST00865,67,Male,Hyderabad,Yes,No,2023-06-15
CUST00866,53,Female,Hyderabad,Yes,Yes,2023-04-03
CUST00867,35,Female,Chennai,Yes,No,2023-05-26
CUST00868,57,Male,Bangalore,Yes,No,2023-06-04
CUST00869,46,Male,Hyderabad,Yes,Yes,2023-06-23
CUST00870,46,Female,Chennai,Yes,No,2023-04-05
CUST00871,56,Female,Hyderabad,Yes,No,2023-04-24
CUST00872,51,Male,Chennai,Yes,Yes,2023-05-27
CUST00873,47,Male,Hyderabad,No,No,2023-05-16
CUST00874,72,Female,Chennai,No,No,2023-04-12
CUST00875,38,Female,Bangalore,Yes,No,2023-06-16
CUST00876,64,Female,Hyderabad,Yes,Yes,2023-03-05
CUST00877,29,Male,Hyderabad,No,Yes,2023-01-07
CUST00878,49,Male,Hyderabad,No,No,2023-05-08
CUST00879,40,Female,Hyderabad,Yes,No,2023-05-24
CUST00880,65,Male,Hyderabad,Yes,Yes,2023-03-09
CUST00881,50,Female,Chennai,Yes,No,2023-06-30
CUST00882,18,Female,Bangalore,No,No,2023-02-24
CUST00883,41,Female,Chennai,No,No,2023-06-27
CUST00884,68,Female,Hyderabad,Yes,No,2023-02-21
CUST00885,18,Male,Chennai,No,No,2023-02-04
CUST00886,19,Male,Bangalore,No,Yes,2023-04-26
CUST00887,49,Male,Hyderabad,Yes,No,2023-04-24
CUST00888,48,Male,Chennai,No,Yes,2023-06-24
CUST00889,48,Female,Bangalore,No,No,2023-06-20
CUST00890,57,Female,Hyderabad,Yes,No,2023-01-17
CUST00891,19,Female,Hyderabad,Yes,Yes,2023-03-18
CUST00892,54,Male,Hyderabad,Yes,No,2023-06-29
CUST00893,34,Male,Bangalore,Yes,No,2023-04-03
CUST00894,24,Male,Hyderabad,No,Yes,2023-02-01
CUST00895,59,Male,Chennai,Yes,No,2023-02-05
CUST00896,59,Male,Bangalore,No,Yes,2023-05-07
CUST00897,53,Male,Chennai,Yes,Yes,2023-04-03
CUST00898,53,Female,Bangalore,Yes,Yes,2023-04-30
CUST00899,28,Male,Hyderabad,Yes,Yes,2023-06-06
CUST00900,33,Male,Hyderabad,No,No,2023-01-17
CUST00901,28,Female,Bangalore,No,No,2023-04-12
CUST00902,60,Female,Chennai,Yes,No,2023-05-15
CUST00903,44,Female,Bangalore,No,Yes,2023-04-15
CUST00904,31,Male,Hyderabad,No,Yes,2023-02-02
CUST00905,56,Female,Hyderabad,Yes,Yes,2023-06-14
CUST00906,51,Male,Hyderabad,No,No,2023-04-26
CUST00907,52,Female,Hyderabad,Yes,Yes,2023-06-24
CUST00908,22,Female,Hyderabad,No,No,2023-02-02
CUST00909,52,Male,Hyderabad,No,Yes,2023-02-03
CUST00910,22,Female,Hyderabad,Yes,No,2023-05-09
CUST00911,29,Male,Hyderabad,No,Yes,2023-02-01
CUST00912,33,Male,Hyderabad,Yes,No,2023-03-19
CUST00913,54,Male,Bangalore,No,No,2023-02-11
CUST00914,61,Female,Hyderabad,Yes,Yes,2023-02-27
CUST00915,52,Female,Hyderabad,Yes,No,2023-05-13
CUST00916,33,Female,Hyderabad,No,No,2023-01-21
CUST00917,60,Female,Hyderabad,Yes,Yes,2023-02-20
