inventory_id,product_id,branch_id,stock_quantity,reorder_level,max_stock_level,supplier_name,batch_number,expiry_date,warehouse_location,unit_cost,stock_value
INV-PRD0025-BR04,PRD0025,BR04,345,70,1107,Mankind Pharma,BATCH375044,2025-11-26,WH-CHN-01,407.7,140656.5
INV-PRD0025-BR05,PRD0025,BR05,0,0,0,Mankind Pharma,BATCH975035,2025-07-21,WH-HYD-02,407.7,0.0
INV-PRD0025-BR06,PRD0025,BR06,28,6,75,Mankind Pharma,BATCH198239,2025-07-09,WH-HYD-01,407.7,11415.6
INV-PRD0025-BR07,PRD0025,BR07,135,31,361,Mankind Pharma,BATCH718106,2025-06-08,WH-HYD-02,407.7,55039.5
INV-PRD0025-BR08,PRD0025,BR08,189,31,617,Mankind Pharma,BATCH455847,2025-01-23,WH-HYD-01,407.7,77055.3
INV-PRD0026-BR01,PRD0026,BR01,87,21,249,Cipla Ltd,BATCH650142,2026-11-25,WH-HYD-02,822.12,71524.44
INV-PRD0026-BR02,PRD0026,BR02,204,45,661,Cipla Ltd,BATCH184837,2026-12-02,WH-CHN-01,822.12,167712.48
INV-PRD0026-BR03,PRD0026,BR03,363,73,928,Cipla Ltd,BATCH708835,2026-05-11,WH-HYD-02,822.12,298429.56
INV-PRD0026-BR04,PRD0026,BR04,355,55,1124,Cipla Ltd,BATCH823976,2025-07-11,WH-CHN-01,822.12,291852.6
INV-PRD0026-BR05,PRD0026,BR05,206,45,755,Cipla Ltd,BATCH345226,2025-05-20,WH-CHN-01,822.12,169356.72
INV-PRD0026-BR06,PRD0026,BR06,254,41,710,Cipla Ltd,BATCH611057,2026-11-22,WH-HYD-01,822.12,208818.48
INV-PRD0026-BR07,PRD0026,BR07,315,68,1028,Cipla Ltd,BATCH317624,2026-06-26,WH-HYD-02,822.12,258967.8
INV-PRD0026-BR08,PRD0026,BR08,319,67,1108,Cipla Ltd,BATCH361169,2025-12-14,WH-HYD-01,822.12,262256.28
INV-PRD0027-BR01,PRD0027,BR01,270,47,864,Abbott India,BATCH610323,2026-07-23,WH-HYD-01,310.83,83924.1
INV-PRD0027-BR02,PRD0027,BR02,336,79,1008,Abbott India,BATCH628123,2025-02-03,WH-BLR-01,310.83,104438.88
INV-PRD0027-BR03,PRD0027,BR03,420,95,1270,Abbott India,BATCH577182,2026-09-24,WH-CHN-01,310.83,130548.6
INV-PRD0027-BR04,PRD0027,BR04,162,33,607,Abbott India,BATCH424818,2025-01-07,WH-HYD-01,310.83,50354.46
INV-PRD0027-BR05,PRD0027,BR05,221,35,723,Abbott India,BATCH819018,2026-12-20,WH-BLR-01,310.83,68693.43
INV-PRD0027-BR06,PRD0027,BR06,229,52,888,Abbott India,BATCH454946,2025-05-07,WH-HYD-01,310.83,71180.07
INV-PRD0027-BR07,PRD0027,BR07,192,33,506,Abbott India,BATCH604126,2026-08-02,WH-HYD-01,310.83,59679.36
INV-PRD0027-BR08,PRD0027,BR08,153,24,393,Abbott India,BATCH355167,2026-12-09,WH-CHN-01,310.83,47556.99
INV-PRD0028-BR01,PRD0028,BR01,9,1,33,Abbott India,BATCH694882,2025-09-16,WH-HYD-02,215.3,1937.7
INV-PRD0028-BR02,PRD0028,BR02,337,61,1247,Abbott India,BATCH925383,2026-04-05,WH-CHN-01,215.3,72556.1
INV-PRD0028-BR03,PRD0028,BR03,354,87,1270,Abbott India,BATCH546377,2026-05-21,WH-BLR-01,215.3,76216.2
INV-PRD0028-BR04,PRD0028,BR04,150,23,590,Abbott India,BATCH967733,2025-09-10,WH-CHN-01,215.3,32295.0
INV-PRD0028-BR05,PRD0028,BR05,257,54,969,Abbott India,BATCH913991,2026-05-05,WH-HYD-02,215.3,55332.1
INV-PRD0028-BR06,PRD0028,BR06,314,73,1000,Abbott India,BATCH415109,2026-11-20,WH-CHN-01,215.3,67604.2
INV-PRD0028-BR07,PRD0028,BR07,81,14,234,Abbott India,BATCH552790,2025-01-10,WH-HYD-02,215.3,17439.3
INV-PRD0028-BR08,PRD0028,BR08,3,0,11,Abbott India,BATCH679380,2025-10-17,WH-HYD-01,215.3,645.9
INV-PRD0029-BR01,PRD0029,BR01,401,79,1343,Abbott India,BATCH615074,2025-08-22,WH-HYD-01,55.68,22327.68
INV-PRD0029-BR02,PRD0029,BR02,191,46,593,Abbott India,BATCH688628,2025-05-10,WH-HYD-01,55.68,10634.88
INV-PRD0029-BR03,PRD0029,BR03,217,43,568,Abbott India,BATCH266158,2025-02-18,WH-HYD-01,55.68,12082.56
INV-PRD0029-BR04,PRD0029,BR04,448,76,1289,Abbott India,BATCH398810,2025-11-01,WH-CHN-01,55.68,24944.64
INV-PRD0029-BR05,PRD0029,BR05,145,23,435,Abbott India,BATCH294845,2025-09-16,WH-HYD-02,55.68,8073.6
INV-PRD0029-BR06,PRD0029,BR06,408,72,1299,Abbott India,BATCH173635,2026-12-26,WH-CHN-01,55.68,22717.44
INV-PRD0029-BR07,PRD0029,BR07,3,0,10,Abbott India,BATCH527009,2025-11-18,WH-HYD-01,55.68,167.04
INV-PRD0029-BR08,PRD0029,BR08,340,79,1292,Abbott India,BATCH781742,2025-07-06,WH-BLR-01,55.68,18931.2
INV-PRD0030-BR01,PRD0030,BR01,422,105,1528,Mankind Pharma,BATCH684404,2026-07-28,WH-HYD-01,47.75,20150.5
INV-PRD0030-BR02,PRD0030,BR02,6,1,19,Mankind Pharma,BATCH178069,2026-05-30,WH-CHN-01,47.75,286.5
INV-PRD0030-BR03,PRD0030,BR03,341,54,1074,Mankind Pharma,BATCH329957,2025-08-07,WH-CHN-01,47.75,16282.75
INV-PRD0030-BR04,PRD0030,BR04,398,94,1403,Mankind Pharma,BATCH358568,2026-12-12,WH-CHN-01,47.75,19004.5
INV-PRD0030-BR05,PRD0030,BR05,53,8,181,Mankind Pharma,BATCH918996,2025-10-08,WH-HYD-01,47.75,2530.75
INV-PRD0030-BR06,PRD0030,BR06,345,70,1045,Mankind Pharma,BATCH459298,2025-09-29,WH-CHN-01,47.75,16473.75
INV-PRD0030-BR07,PRD0030,BR07,361,70,1116,Mankind Pharma,BATCH479785,2025-12-10,WH-HYD-02,47.75,17237.75
INV-PRD0030-BR08,PRD0030,BR08,311,60,1216,Mankind Pharma,BATCH629637,2025-08-20,WH-HYD-02,47.75,14850.25
INV-PRD0031-BR01,PRD0031,BR01,52,10,158,Lupin Pharma,BATCH943753,2026-12-15,WH-HYD-02,127.85,6648.2
INV-PRD0031-BR02,PRD0031,BR02,49,8,171,Lupin Pharma,BATCH693044,2026-10-05,WH-HYD-02,127.85,6264.65
INV-PRD0031-BR03,PRD0031,BR03,3,0,7,Lupin Pharma,BATCH395748,2025-10-11,WH-HYD-02,127.85,383.55
INV-PRD0031-BR04,PRD0031,BR04,161,33,631,Lupin Pharma,BATCH291276,2025-09-14,WH-BLR-01,127.85,20583.85
INV-PRD0031-BR05,PRD0031,BR05,203,34,796,Lupin Pharma,BATCH226397,2026-03-21,WH-CHN-01,127.85,25953.55
INV-PRD0031-BR06,PRD0031,BR06,375,67,1131,Lupin Pharma,BATCH682369,2025-01-23,WH-HYD-01,127.85,47943.75
INV-PRD0031-BR07,PRD0031,BR07,22,4,62,Lupin Pharma,BATCH345521,2026-01-02,WH-CHN-01,127.85,2812.7
INV-PRD0031-BR08,PRD0031,BR08,164,25,469,Lupin Pharma,BATCH717716,2026-03-24,WH-BLR-01,127.85,20967.4
INV-PRD0032-BR01,PRD0032,BR01,270,50,856,Cipla Ltd,BATCH418788,2026-01-16,WH-HYD-02,238.11,64289.7
INV-PRD0032-BR02,PRD0032,BR02,210,49,553,Cipla Ltd,BATCH264379,2026-11-17,WH-CHN-01,238.11,50003.1
INV-PRD0032-BR03,PRD0032,BR03,81,17,238,Cipla Ltd,BATCH866667,2025-03-29,WH-CHN-01,238.11,19286.91
INV-PRD0032-BR04,PRD0032,BR04,111,18,346,Cipla Ltd,BATCH649463,2026-01-08,WH-CHN-01,238.11,26430.21
INV-PRD0032-BR05,PRD0032,BR05,489,96,1822,Cipla Ltd,BATCH620122,2025-11-23,WH-HYD-02,238.11,116435.79
INV-PRD0032-BR06,PRD0032,BR06,355,71,1294,Cipla Ltd,BATCH183967,2026-12-14,WH-HYD-02,238.11,84529.05
INV-PRD0032-BR07,PRD0032,BR07,494,98,1856,Cipla Ltd,BATCH274554,2026-01-17,WH-CHN-01,238.11,117626.34
INV-PRD0032-BR08,PRD0032,BR08,88,21,261,Cipla Ltd,BATCH476402,2025-01-18,WH-HYD-01,238.11,20953.68
INV-PRD0033-BR01,PRD0033,BR01,1,0,3,Lupin Pharma,BATCH482612,2026-07-06,WH-BLR-01,111.66,111.66
INV-PRD0033-BR02,PRD0033,BR02,486,121,1341,Lupin Pharma,BATCH322495,2025-02-19,WH-HYD-02,111.66,54266.76
INV-PRD0033-BR03,PRD0033,BR03,369,63,1429,Lupin Pharma,BATCH798672,2025-04-06,WH-CHN-01,111.66,41202.54
INV-PRD0033-BR04,PRD0033,BR04,199,34,599,Lupin Pharma,BATCH513447,2026-06-24,WH-HYD-01,111.66,22220.34
INV-PRD0033-BR05,PRD0033,BR05,90,20,293,Lupin Pharma,BATCH648794,2025-12-02,WH-BLR-01,111.66,10049.4
INV-PRD0033-BR06,PRD0033,BR06,308,73,852,Lupin Pharma,BATCH916642,2026-01-04,WH-HYD-01,111.66,34391.28
INV-PRD0033-BR07,PRD0033,BR07,96,15,360,Lupin Pharma,BATCH527840,2025-10-12,WH-HYD-01,111.66,10719.36
INV-PRD0033-BR08,PRD0033,BR08,68,14,231,Lupin Pharma,BATCH561903,2025-07-09,WH-CHN-01,111.66,7592.88
INV-PRD0034-BR01,PRD0034,BR01,188,33,682,Mankind Pharma,BATCH406049,2025-06-24,WH-BLR-01,81.67,15353.96
INV-PRD0034-BR02,PRD0034,BR02,99,23,378,Mankind Pharma,BATCH718524,2026-12-26,WH-HYD-01,81.67,8085.33
INV-PRD0034-BR03,PRD0034,BR03,211,49,555,Mankind Pharma,BATCH341322,2026-04-20,WH-CHN-01,81.67,17232.37
INV-PRD0034-BR04,PRD0034,BR04,27,6,94,Mankind Pharma,BATCH448546,2026-08-23,WH-BLR-01,81.67,2205.09
INV-PRD0034-BR05,PRD0034,BR05,338,69,970,Mankind Pharma,BATCH683631,2026-07-16,WH-HYD-02,81.67,27604.46
INV-PRD0034-BR06,PRD0034,BR06,66,11,187,Mankind Pharma,BATCH122436,2026-08-02,WH-BLR-01,81.67,5390.22
INV-PRD0034-BR07,PRD0034,BR07,137,24,433,Mankind Pharma,BATCH265047,2025-12-25,WH-BLR-01,81.67,11188.79
INV-PRD0034-BR08,PRD0034,BR08,29,4,114,Mankind Pharma,BATCH519698,2025-03-17,WH-CHN-01,81.67,2368.43
INV-PRD0035-BR01,PRD0035,BR01,332,68,1136,Dr. Reddy's Labs,BATCH588901,2025-05-30,WH-BLR-01,32.89,10919.48
INV-PRD0035-BR02,PRD0035,BR02,288,71,1021,Dr. Reddy's Labs,BATCH213224,2025-01-23,WH-BLR-01,32.89,9472.32
INV-PRD0035-BR03,PRD0035,BR03,270,48,879,Dr. Reddy's Labs,BATCH333892,2026-08-03,WH-BLR-01,32.89,8880.3
INV-PRD0035-BR04,PRD0035,BR04,231,40,820,Dr. Reddy's Labs,BATCH210413,2025-08-12,WH-HYD-02,32.89,7597.59
INV-PRD0035-BR05,PRD0035,BR05,12,2,40,Dr. Reddy's Labs,BATCH352846,2026-10-16,WH-CHN-01,32.89,394.68
INV-PRD0035-BR06,PRD0035,BR06,9,1,33,Dr. Reddy's Labs,BATCH786769,2026-03-22,WH-HYD-02,32.89,296.01
INV-PRD0035-BR07,PRD0035,BR07,115,26,419,Dr. Reddy's Labs,BATCH325914,2026-05-31,WH-HYD-01,32.89,3782.35
INV-PRD0035-BR08,PRD0035,BR08,10,1,34,Dr. Reddy's Labs,BATCH991145,2026-05-21,WH-BLR-01,32.89,328.9
INV-PRD0036-BR01,PRD0036,BR01,227,34,716,Sun Pharmaceuticals,BATCH740502,2025-11-12,WH-HYD-01,130.88,29709.76
INV-PRD0036-BR02,PRD0036,BR02,238,57,842,Sun Pharmaceuticals,BATCH520557,2025-03-02,WH-CHN-01,130.88,31149.44
INV-PRD0036-BR03,PRD0036,BR03,72,17,189,Sun Pharmaceuticals,BATCH160189,2026-05-08,WH-CHN-01,130.88,9423.36
INV-PRD0036-BR04,PRD0036,BR04,189,33,726,Sun Pharmaceuticals,BATCH568446,2026-06-28,WH-HYD-02,130.88,24736.32
INV-PRD0036-BR05,PRD0036,BR05,357,53,1099,Sun Pharmaceuticals,BATCH814091,2025-05-08,WH-BLR-01,130.88,46724.16
INV-PRD0036-BR06,PRD0036,BR06,46,10,161,Sun Pharmaceuticals,BATCH203854,2026-05-26,WH-HYD-02,130.88,6020.48
INV-PRD0036-BR07,PRD0036,BR07,130,25,506,Sun Pharmaceuticals,BATCH498087,2025-11-20,WH-CHN-01,130.88,17014.4
INV-PRD0036-BR08,PRD0036,BR08,262,49,1017,Sun Pharmaceuticals,BATCH854464,2025-07-13,WH-HYD-02,130.88,34290.56
INV-PRD0037-BR01,PRD0037,BR01,4,0,15,Cipla Ltd,BATCH590643,2026-04-22,WH-HYD-01,18.83,75.32
INV-PRD0037-BR02,PRD0037,BR02,56,13,210,Cipla Ltd,BATCH444389,2026-06-10,WH-CHN-01,18.83,1054.48
INV-PRD0037-BR03,PRD0037,BR03,327,57,1240,Cipla Ltd,BATCH978167,2026-01-16,WH-BLR-01,18.83,6157.41
INV-PRD0037-BR04,PRD0037,BR04,304,66,1163,Cipla Ltd,BATCH664231,2026-03-25,WH-BLR-01,18.83,5724.32
INV-PRD0037-BR05,PRD0037,BR05,265,60,948,Cipla Ltd,BATCH495384,2025-12-27,WH-CHN-01,18.83,4989.95
INV-PRD0037-BR06,PRD0037,BR06,83,13,294,Cipla Ltd,BATCH346988,2026-03-03,WH-CHN-01,18.83,1562.89
INV-PRD0037-BR07,PRD0037,BR07,41,7,104,Cipla Ltd,BATCH646209,2025-03-03,WH-CHN-01,18.83,772.03
INV-PRD0037-BR08,PRD0037,BR08,137,23,384,Cipla Ltd,BATCH108552,2026-11-05,WH-CHN-01,18.83,2579.71
INV-PRD0038-BR01,PRD0038,BR01,8,1,23,Abbott India,BATCH228138,2026-06-02,WH-HYD-02,142.81,1142.48
INV-PRD0038-BR02,PRD0038,BR02,273,57,1043,Abbott India,BATCH399161,2026-11-16,WH-HYD-01,142.81,38987.13
INV-PRD0038-BR03,PRD0038,BR03,244,48,879,Abbott India,BATCH589123,2026-05-14,WH-BLR-01,142.81,34845.64
INV-PRD0038-BR04,PRD0038,BR04,60,14,165,Abbott India,BATCH244396,2025-04-28,WH-BLR-01,142.81,8568.6
INV-PRD0038-BR05,PRD0038,BR05,97,19,319,Abbott India,BATCH603759,2025-09-23,WH-CHN-01,142.81,13852.57
INV-PRD0038-BR06,PRD0038,BR06,308,47,816,Abbott India,BATCH582415,2025-09-19,WH-HYD-02,142.81,43985.48
INV-PRD0038-BR07,PRD0038,BR07,221,48,755,Abbott India,BATCH578542,2025-08-20,WH-BLR-01,142.81,31561.01
INV-PRD0038-BR08,PRD0038,BR08,321,76,940,Abbott India,BATCH229925,2026-11-09,WH-BLR-01,142.81,45842.01
INV-PRD0039-BR01,PRD0039,BR01,292,64,762,Lupin Pharma,BATCH570636,2025-04-04,WH-HYD-02,125.2,36558.4
INV-PRD0039-BR02,PRD0039,BR02,136,28,534,Lupin Pharma,BATCH429406,2025-04-16,WH-CHN-01,125.2,17027.2
INV-PRD0039-BR03,PRD0039,BR03,84,13,291,Lupin Pharma,BATCH119506,2025-05-29,WH-BLR-01,125.2,10516.8
INV-PRD0039-BR04,PRD0039,BR04,360,83,1006,Lupin Pharma,BATCH100445,2025-12-02,WH-CHN-01,125.2,45072.0
INV-PRD0039-BR05,PRD0039,BR05,98,17,273,Lupin Pharma,BATCH703685,2025-05-25,WH-HYD-02,125.2,12269.6
INV-PRD0039-BR06,PRD0039,BR06,319,54,1213,Lupin Pharma,BATCH512813,2025-06-28,WH-CHN-01,125.2,39938.8
INV-PRD0039-BR07,PRD0039,BR07,207,42,643,Lupin Pharma,BATCH909046,2025-01-26,WH-BLR-01,125.2,25916.4
INV-PRD0039-BR08,PRD0039,BR08,33,6,90,Lupin Pharma,BATCH196459,2026-05-06,WH-CHN-01,125.2,4131.6
INV-PRD0040-BR01,PRD0040,BR01,93,17,318,Dr. Reddy's Labs,BATCH290102,2025-02-04,WH-CHN-01,66.72,6204.96
INV-PRD0040-BR02,PRD0040,BR02,197,34,568,Dr. Reddy's Labs,BATCH531134,2026-09-28,WH-HYD-01,66.72,13143.84
INV-PRD0040-BR03,PRD0040,BR03,287,70,729,Dr. Reddy's Labs,BATCH902793,2026-04-26,WH-CHN-01,66.72,19148.64
INV-PRD0040-BR04,PRD0040,BR04,321,77,807,Dr. Reddy's Labs,BATCH353535,2025-12-30,WH-HYD-01,66.72,21417.12
INV-PRD0040-BR05,PRD0040,BR05,202,45,671,Dr. Reddy's Labs,BATCH417767,2026-03-08,WH-CHN-01,66.72,13477.44
INV-PRD0040-BR06,PRD0040,BR06,123,20,340,Dr. Reddy's Labs,BATCH515767,2025-02-01,WH-BLR-01,66.72,8206.56
INV-PRD0040-BR07,PRD0040,BR07,43,9,166,Dr. Reddy's Labs,BATCH131787,2026-08-20,WH-BLR-01,66.72,2868.96
INV-PRD0040-BR08,PRD0040,BR08,137,25,461,Dr. Reddy's Labs,BATCH941860,2026-05-18,WH-HYD-02,66.72,9140.64
INV-PRD0041-BR01,PRD0041,BR01,4,0,10,Dr. Reddy's Labs,BATCH208197,2025-09-20,WH-HYD-02,459.27,1837.08
INV-PRD0041-BR02,PRD0041,BR02,76,12,303,Dr. Reddy's Labs,BATCH278663,2026-07-14,WH-HYD-01,459.27,34904.52
INV-PRD0041-BR03,PRD0041,BR03,66,13,184,Dr. Reddy's Labs,BATCH834664,2025-04-17,WH-HYD-02,459.27,30311.82
INV-PRD0041-BR04,PRD0041,BR04,8,1,28,Dr. Reddy's Labs,BATCH271463,2026-09-17,WH-HYD-01,459.27,3674.16
INV-PRD0041-BR05,PRD0041,BR05,101,16,292,Dr. Reddy's Labs,BATCH472611,2026-01-10,WH-HYD-02,459.27,46386.27
INV-PRD0041-BR06,PRD0041,BR06,34,6,110,Dr. Reddy's Labs,BATCH763732,2025-04-14,WH-BLR-01,459.27,15615.18
INV-PRD0041-BR07,PRD0041,BR07,60,11,202,Dr. Reddy's Labs,BATCH539108,2026-11-13,WH-HYD-01,459.27,27556.2
INV-PRD0041-BR08,PRD0041,BR08,134,22,444,Dr. Reddy's Labs,BATCH277636,2026-11-04,WH-HYD-02,459.27,61542.18
INV-PRD0042-BR01,PRD0042,BR01,61,9,161,Cipla Ltd,BATCH945306,2025-09-09,WH-BLR-01,165.94,10122.34
INV-PRD0042-BR02,PRD0042,BR02,41,7,116,Cipla Ltd,BATCH768220,2025-02-17,WH-CHN-01,165.94,6803.54
INV-PRD0042-BR03,PRD0042,BR03,143,33,386,Cipla Ltd,BATCH940458,2025-08-15,WH-HYD-02,165.94,23729.42
INV-PRD0042-BR04,PRD0042,BR04,206,44,636,Cipla Ltd,BATCH986682,2025-12-21,WH-HYD-01,165.94,34183.64
INV-PRD0042-BR05,PRD0042,BR05,145,26,401,Cipla Ltd,BATCH570878,2025-06-29,WH-HYD-02,165.94,24061.3
INV-PRD0042-BR06,PRD0042,BR06,107,26,269,Cipla Ltd,BATCH557063,2026-06-18,WH-BLR-01,165.94,17755.58
INV-PRD0042-BR07,PRD0042,BR07,205,40,700,Cipla Ltd,BATCH380757,2025-05-18,WH-BLR-01,165.94,34017.7
INV-PRD0042-BR08,PRD0042,BR08,79,15,272,Cipla Ltd,BATCH188053,2026-07-13,WH-CHN-01,165.94,13109.26
INV-PRD0043-BR01,PRD0043,BR01,11,1,31,Cipla Ltd,BATCH866884,2026-01-28,WH-CHN-01,172.49,1897.39
INV-PRD0043-BR02,PRD0043,BR02,34,7,133,Cipla Ltd,BATCH181593,2025-04-08,WH-BLR-01,172.49,5864.66
INV-PRD0043-BR03,PRD0043,BR03,1,0,2,Cipla Ltd,BATCH800832,2025-12-06,WH-HYD-02,172.49,172.49
INV-PRD0043-BR04,PRD0043,BR04,143,30,383,Cipla Ltd,BATCH322246,2026-03-13,WH-BLR-01,172.49,24666.07
INV-PRD0043-BR05,PRD0043,BR05,73,14,202,Cipla Ltd,BATCH479588,2025-10-07,WH-BLR-01,172.49,12591.77
INV-PRD0043-BR06,PRD0043,BR06,13,2,48,Cipla Ltd,BATCH957952,2025-05-03,WH-HYD-01,172.49,2242.37
INV-PRD0043-BR07,PRD0043,BR07,49,10,139,Cipla Ltd,BATCH577061,2026-07-30,WH-HYD-02,172.49,8452.01
INV-PRD0043-BR08,PRD0043,BR08,6,1,15,Cipla Ltd,BATCH731235,2025-04-27,WH-HYD-02,172.49,1034.94
INV-PRD0044-BR01,PRD0044,BR01,11,1,29,Dr. Reddy's Labs,BATCH812662,2025-05-29,WH-HYD-02,395.64,4352.04
INV-PRD0044-BR02,PRD0044,BR02,222,45,609,Dr. Reddy's Labs,BATCH374883,2025-09-21,WH-HYD-02,395.64,87832.08
INV-PRD0044-BR03,PRD0044,BR03,38,5,127,Dr. Reddy's Labs,BATCH969689,2026-03-06,WH-CHN-01,395.64,15034.32
INV-PRD0044-BR04,PRD0044,BR04,92,14,330,Dr. Reddy's Labs,BATCH827254,2026-09-12,WH-HYD-01,395.64,36398.88
INV-PRD0044-BR05,PRD0044,BR05,71,13,177,Dr. Reddy's Labs,BATCH846172,2026-05-26,WH-CHN-01,395.64,28090.44
INV-PRD0044-BR06,PRD0044,BR06,88,19,233,Dr. Reddy's Labs,BATCH874868,2026-05-06,WH-BLR-01,395.64,34816.32
INV-PRD0044-BR07,PRD0044,BR07,31,6,109,Dr. Reddy's Labs,BATCH192494,2025-08-18,WH-BLR-01,395.64,12264.84
INV-PRD0044-BR08,PRD0044,BR08,108,25,279,Dr. Reddy's Labs,BATCH802416,2026-03-12,WH-BLR-01,395.64,42729.12
INV-PRD0045-BR01,PRD0045,BR01,157,32,439,Sun Pharmaceuticals,BATCH430582,2025-09-25,WH-BLR-01,449.97,70645.29
INV-PRD0045-BR02,PRD0045,BR02,241,56,773,Sun Pharmaceuticals,BATCH237510,2025-03-17,WH-HYD-01,449.97,108442.77
INV-PRD0045-BR03,PRD0045,BR03,25,4,63,Sun Pharmaceuticals,BATCH757807,2026-12-05,WH-CHN-01,449.97,11249.25
INV-PRD0045-BR04,PRD0045,BR04,249,52,912,Sun Pharmaceuticals,BATCH576402,2025-09-26,WH-HYD-02,449.97,112042.53
INV-PRD0045-BR05,PRD0045,BR05,124,30,459,Sun Pharmaceuticals,BATCH349981,2025-06-19,WH-HYD-01,449.97,55796.28
INV-PRD0045-BR06,PRD0045,BR06,130,23,507,Sun Pharmaceuticals,BATCH386126,2025-09-09,WH-CHN-01,449.97,58496.1
INV-PRD0045-BR07,PRD0045,BR07,65,13,249,Sun Pharmaceuticals,BATCH974434,2026-05-19,WH-HYD-02,449.97,29248.05
INV-PRD0045-BR08,PRD0045,BR08,164,31,492,Sun Pharmaceuticals,BATCH805441,2026-05-11,WH-HYD-01,449.97,73795.08
INV-PRD0046-BR01,PRD0046,BR01,170,30,521,Sun Pharmaceuticals,BATCH212686,2026-04-18,WH-BLR-01,98.16,16687.2
INV-PRD0046-BR02,PRD0046,BR02,100,19,320,Sun Pharmaceuticals,BATCH115825,2026-05-05,WH-BLR-01,98.16,9816.0
INV-PRD0046-BR03,PRD0046,BR03,32,6,119,Sun Pharmaceuticals,BATCH351547,2025-04-14,WH-BLR-01,98.16,3141.12
INV-PRD0046-BR04,PRD0046,BR04,55,9,169,Sun Pharmaceuticals,BATCH882247,2026-04-06,WH-HYD-02,98.16,5398.8
INV-PRD0046-BR05,PRD0046,BR05,166,41,552,Sun Pharmaceuticals,BATCH814454,2025-04-13,WH-BLR-01,98.16,16294.56
INV-PRD0046-BR06,PRD0046,BR06,124,22,431,Sun Pharmaceuticals,BATCH958738,2026-07-15,WH-HYD-02,98.16,12171.84
INV-PRD0046-BR07,PRD0046,BR07,111,22,357,Sun Pharmaceuticals,BATCH503242,2026-07-10,WH-BLR-01,98.16,10895.76
INV-PRD0046-BR08,PRD0046,BR08,222,43,684,Sun Pharmaceuticals,BATCH825030,2026-10-07,WH-HYD-02,98.16,21791.52
INV-PRD0047-BR01,PRD0047,BR01,34,7,115,Lupin Pharma,BATCH708647,2026-11-05,WH-BLR-01,274.67,9338.78
INV-PRD0047-BR02,PRD0047,BR02,111,27,353,Lupin Pharma,BATCH815169,2025-04-16,WH-BLR-01,274.67,30488.37
INV-PRD0047-BR03,PRD0047,BR03,217,44,601,Lupin Pharma,BATCH470660,2026-09-18,WH-CHN-01,274.67,59603.39
INV-PRD0047-BR04,PRD0047,BR04,193,35,535,Lupin Pharma,BATCH923354,2026-04-06,WH-HYD-01,274.67,53011.31
INV-PRD0047-BR05,PRD0047,BR05,128,29,477,Lupin Pharma,BATCH288859,2025-09-22,WH-HYD-02,274.67,35157.76
INV-PRD0047-BR06,PRD0047,BR06,120,18,304,Lupin Pharma,BATCH112705,2025-12-22,WH-HYD-01,274.67,32960.4
INV-PRD0047-BR07,PRD0047,BR07,176,34,507,Lupin Pharma,BATCH761821,2026-07-05,WH-BLR-01,274.67,48341.92
INV-PRD0047-BR08,PRD0047,BR08,178,32,505,Lupin Pharma,BATCH890295,2025-03-20,WH-BLR-01,274.67,48891.26
INV-PRD0048-BR01,PRD0048,BR01,132,21,424,Sun Pharmaceuticals,BATCH801826,2025-03-27,WH-BLR-01,271.98,35901.36
INV-PRD0048-BR02,PRD0048,BR02,97,18,291,Sun Pharmaceuticals,BATCH590479,2026-11-24,WH-HYD-01,271.98,26382.06
INV-PRD0048-BR03,PRD0048,BR03,68,10,176,Sun Pharmaceuticals,BATCH204234,2026-08-18,WH-CHN-01,271.98,18494.64
INV-PRD0048-BR04,PRD0048,BR04,170,31,523,Sun Pharmaceuticals,BATCH156051,2026-06-18,WH-HYD-01,271.98,46236.6
INV-PRD0048-BR05,PRD0048,BR05,218,34,772,Sun Pharmaceuticals,BATCH457985,2026-09-06,WH-HYD-02,271.98,59291.64
INV-PRD0048-BR06,PRD0048,BR06,44,9,115,Sun Pharmaceuticals,BATCH149278,2026-10-27,WH-CHN-01,271.98,11967.12
INV-PRD0048-BR07,PRD0048,BR07,200,38,792,Sun Pharmaceuticals,BATCH518277,2026-11-20,WH-BLR-01,271.98,54396.0
INV-PRD0048-BR08,PRD0048,BR08,122,19,352,Sun Pharmaceuticals,BATCH299379,2025-01-24,WH-HYD-02,271.98,33181.56
INV-PRD0049-BR01,PRD0049,BR01,228,35,654,Dr. Reddy's Labs,BATCH933016,2025-08-31,WH-BLR-01,197.01,44918.28
INV-PRD0049-BR02,PRD0049,BR02,74,15,277,Dr. Reddy's Labs,BATCH766318,2025-12-01,WH-HYD-01,197.01,14578.74
INV-PRD0049-BR03,PRD0049,BR03,78,15,258,Dr. Reddy's Labs,BATCH784428,2026-10-05,WH-HYD-01,197.01,15366.78
INV-PRD0049-BR04,PRD0049,BR04,82,12,255,Dr. Reddy's Labs,BATCH894076,2025-07-02,WH-HYD-02,197.01,16154.82
INV-PRD0049-BR05,PRD0049,BR05,12,2,35,Dr. Reddy's Labs,BATCH814216,2025-07-02,WH-HYD-01,197.01,2364.12
INV-PRD0049-BR06,PRD0049,BR06,36,8,128,Dr. Reddy's Labs,BATCH554616,2026-03-06,WH-HYD-01,197.01,7092.36
INV-PRD0049-BR07,PRD0049,BR07,142,33,520,Dr. Reddy's Labs,BATCH794458,2026-08-01,WH-CHN-01,197.01,27975.42
